passenger_id,household_income,college_saving,retirement_contribution_strategy,assets_retirement_pct_invested,assets_retirement,client_employment_status,housing_situation,saving_emergency_fund_months,assets_liquid,housing_transaction_timing,mortgage_type,life_insurance,mortgage_term,mortgage_rate,estate_plan,rent_monthly,client_age,sentiment_finances,divorce,education,employer_sponsored,has_children,has_dependent_relatives,has_partner,healthcare,lower_monthly_payment,managing_credit_score,moving,new_child
193504,59400.0,,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Other,1 month or less,"Less than $5,000",,,"Yes, my own",,,No,,35.84,59.4,0,0,1,0,0,0,0,,,0,0
98651,110250.0,"Yes, but not in an ESA",I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$5,000-$10,000",,,No / Not sure,,,Yes,,53.35,65.4,0,0,1,1,0,1,0,,,0,0
1400,307200.0,,I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Rent,More than 6 months,"More than $100,000",,,"Yes, through my work",,,No,,27.2,88.2,0,0,1,0,0,1,0,,,0,0
28936,266.4,,I save enough to get my employer match,,"$20,000-$50,000",Own a business,Own my home outright,I don't have any savings,I don't have any savings,,,No / Not sure,,,Not sure,,33.99,64.8,0,0,0,0,1,0,0,,,1,0
141097,45450.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Own my home outright,1 month or less,"Less than $5,000",,,"Yes, through my work",,,No,,67.86,53.4,0,0,1,0,0,0,1,,,0,0
71505,32100.0,"No, I haven't really thought about it",I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$10,000-$20,000",,,No / Not sure,,,No,,53.1,0.0,0,0,1,1,0,1,0,,,1,1
40611,48600.0,,I save enough to get my employer match,,"$50,000-$100,000",Employed (full or part time),Own my home outright,More than 6 months,"$20,000-$50,000",,,"Yes, through my work",,,No,,54.0,66.0,0,0,1,0,0,0,,,,0,0
7886,64862.0,,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Live rent-free,4-6 months,"$10,000-$20,000",,,"Yes, through my work",,,No,,41.4,53.4,0,0,1,0,0,1,0,,,1,0
170884,54600.0,,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Rent,2-3 months,I don't have any savings,,,"Yes, through my work",,,Yes,,37.8,0.0,0,1,0,0,0,1,1,,,1,1
106589,297500.0,"No, I haven't really thought about it",I save enough to get my employer match,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,1 month or less,"$50,000-$100,000",,Fixed rate mortgage,"Yes, my own",30-year fixed rate,Under 3.5%,No,,38.38,52.2,0,0,1,1,0,1,0,0,,,0
128898,76999.23,,I save enough to get my employer match,,"$250,000-$500,000",Own a business,Own my home outright,2-3 months,"$10,000-$20,000",,,"Yes, my own",,,No,,67.76,49.2,0,0,0,1,0,0,0,,,1,0
29938,54500.0,,I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Live rent-free,1 month or less,"$10,000-$20,000",,,"Yes, my own",,,Yes,,17.2,0.0,0,0,0,0,0,0,0,,,0,0
85158,263200.0,,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"More than $100,000",,,"Yes, through my work",,,Yes,,30.08,71.4,0,0,1,0,0,1,0,0,,,0
111104,52640.0,,I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$20,000-$50,000",,,"Yes, through my work",,,Yes,,59.59,48.6,0,0,0,0,0,0,0,,,0,0
92910,99000.0,,I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home outright,1 month or less,"Less than $5,000",,,"Yes, my own",,,Yes,,51.51,49.2,0,0,1,0,0,1,0,,,0,0
204874,65800.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,2-3 months,"Less than $5,000",,,"Yes, through my work",,,No,,29.0,86.4,0,0,1,0,0,1,0,,,0,0
62101,147000.0,"Yes, but not in an ESA",I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,1 month or less,"$5,000-$10,000",,,"Yes, through my work",,,No,,35.28,0.0,0,0,0,1,0,1,0,,,0,0
91901,113300.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,"Yes, my own",,,No,,47.97,56.4,0,0,1,0,0,1,0,,,1,0
190314,350200.0,,I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$20,000-$50,000",,,"Yes, through my work",,,No,,34.34,59.4,0,0,1,0,0,1,0,,,0,0
197634,117000.0,,I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home outright,2-3 months,"$50,000-$100,000",,,"Yes, through my work",,,Not sure,,52.64,58.8,0,0,1,0,0,1,0,,,0,0
129557,68440.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,1 month or less,I don't have any savings,,,"Yes, through my work",,,Not sure,,46.8,0.0,1,1,1,0,0,0,0,,,0,0
163034,58800.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,1 month or less,"Less than $5,000",,,"Yes, through my work",,,Not sure,,46.56,63.6,0,0,1,0,0,0,0,,,0,0
127483,35970.0,"No, but I'd like to someday",I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,"Yes, through my work",,,No,,37.2,0.0,0,0,1,1,0,0,0,,,1,0
114719,80240.0,,I save enough to get my employer match,,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,"Yes, through my work",,,No,,56.4,0.0,0,0,1,0,0,0,0,,,1,0
182923,40460.8,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,1 month or less,"Less than $5,000",,,"Yes, through my work",,,No,,20.24,0.0,0,0,1,0,0,1,1,,,1,0
97838,55760.0,,I save enough to get my employer match,,"More than $500,000",Employed (full or part time),Own my home with a mortgage,2-3 months,I don't have any savings,,,"Yes, my own",,,No,,69.44,56.4,0,0,1,0,0,0,0,,,0,0
203907,3600.0,,I save enough to get my employer match,,"$10,000-$20,000",Own a business,Rent,More than 6 months,"$5,000-$10,000",,,"Yes, my own",,,Not sure,,30.34,66.0,0,1,1,0,0,1,0,,,0,0
166892,35100.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"Less than $5,000",,,"Yes, through my work",,,No,,25.38,35.7,0,0,1,0,0,1,0,,,0,0
141273,65550.0,,I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Rent,I don't have any savings,I don't have any savings,Sometime in the future,,"Yes, through my work",,,No,1200,36.12,0.0,0,0,1,0,0,0,0,,0,,0
101119,5050.0,"No, but I'd like to someday",I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,1 month or less,"$5,000-$10,000",,,"Yes, through my work",,,Yes,,35.35,141.6,0,0,0,1,0,1,0,,,0,0
164001,38880.0,,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Rent,4-6 months,"$5,000-$10,000",,,"Yes, through my work",,,No,,33.6,26.7,0,0,1,0,0,0,0,,,1,0
2942,62250.0,Not applicable,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$5,000-$10,000",,,"Yes, through my work",,,Yes,,66.7,55.2,0,0,1,1,0,0,1,,,0,0
67191,114000.0,,I save enough to get my employer match,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$50,000-$100,000",,,"Yes, through my work",,,Yes,,74.9,117.6,0,0,1,0,0,1,0,,,0,0
175868,117600.0,,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"Less than $5,000",,,"Yes, my own",,,No,,73.71,58.2,0,0,1,0,0,0,0,,,0,0
157975,60000.0,Not applicable,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$50,000-$100,000",,,"Yes, through my work",,,Yes,,56.71,111.6,0,0,1,1,0,1,0,,,0,0
41662,32000.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,1 month or less,"Less than $5,000",,,"Yes, through my work",,,Yes,,54.0,58.8,0,0,1,0,0,0,0,,,0,0
186031,84000.0,,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Rent,1 month or less,"$20,000-$50,000",As soon as I can,,"Yes, through my work",,,Not sure,1000,48.16,30.3,0,0,1,0,0,0,1,,0,,0
34416,120900.0,,I save enough to get my employer match,,"$250,000-$500,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$20,000-$50,000",,I don't know,"Yes, my own",Some other term,Under 3.5%,No,,31.92,103.2,0,0,1,0,0,1,0,0,,,0
10380,170000.0,"No, but I'd like to someday",I save enough to get my employer match,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$20,000-$50,000",,,"Yes, my own",,,No,,35.2,93.6,0,0,1,1,0,1,0,,,0,1
196594,119000.0,,I save enough to get my employer match,,"$50,000-$100,000",Employed (full or part time),Own my home outright,4-6 months,"More than $100,000",,,"Yes, through my work",,,No,,44.88,67.8,0,0,1,0,0,0,0,,,0,0
39788,95400.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"Less than $5,000",,,"Yes, my own",,,No,,47.7,57.0,0,0,1,0,0,1,0,,,0,0
40918,52890.0,"No, but I'd like to someday",I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Rent,2-3 months,"Less than $5,000",,,"Yes, through my work",,,No,,41.82,70.8,0,0,0,1,0,1,0,,,0,0
50208,104000.0,,I save enough to get my employer match,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$5,000-$10,000",,,"Yes, through my work",,,Yes,,63.0,54.6,0,0,1,0,0,0,0,,,0,0
71199,22000.0,,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Rent,1 month or less,I don't have any savings,Sometime in the future,,No / Not sure,,,Not sure,775,47.6,51.6,0,0,0,0,0,1,0,,0,,0
5217,53472.52,,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,1 month or less,"Less than $5,000",,,"Yes, through my work",,,No,,27.81,35.7,0,0,1,0,0,0,0,,,0,0
159818,24300.0,"No, but I'd like to someday",I save enough to get my employer match,,I haven't saved for retirement,Employed (full or part time),Rent,1 month or less,I don't have any savings,Sometime in the future,,No / Not sure,,,No,550,40.8,58.2,0,1,1,1,0,0,0,,1,,0
140615,34200.0,,I save enough to get my employer match,,"Less than $10,000",Employed (full or part time),Rent,2-3 months,"Less than $5,000",Within the next year,,"Yes, through my work",,,No,2000,39.2,71.4,0,1,1,0,0,1,0,,1,,0
50275,94000.0,,I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$20,000-$50,000",,Fixed rate mortgage,"Yes, through my work",30-year fixed rate,4.0% - 4.49%,Yes,,36.0,97.2,0,0,1,0,0,0,0,1,,,0
135372,43000.0,,I save enough to get my employer match,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$50,000-$100,000",,Fixed rate mortgage,"Yes, through my work",30-year fixed rate,Under 3.5%,No,,25.73,26.1,0,0,1,0,0,1,1,0,,,0
110059,85000.0,"No, but I'd like to someday",I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$20,000-$50,000",,Fixed rate mortgage,"Yes, through my work",30-year fixed rate,4.0% - 4.49%,Not sure,,51.52,73.8,0,0,1,1,0,1,0,1,,,0
48452,106000.0,,I save enough to get my employer match,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$10,000-$20,000",,,"Yes, my own",,,No,,51.92,48.0,0,0,0,0,0,1,0,,,1,0
113758,52500.0,,I save enough to get my employer match,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$5,000-$10,000",,,"Yes, through my work",,,No,,59.52,25.5,0,0,1,0,0,0,1,,,0,0
202278,59500.0,"No, I haven't really thought about it",Not currently contributing,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,2-3 months,I don't have any savings,,,"Yes, through my work",,,No,,39.95,52.2,0,1,1,1,0,1,0,,,0,0
80855,,"No, I haven't really thought about it",,,,Employed (full or part time),Rent,,,As soon as I can,,"Yes, through my work",,,No,650,59.28,0.0,0,0,,1,0,0,,,1,,0
160239,,"No, I haven't really thought about it",,,,Employed (full or part time),Other,,,,,No / Not sure,,,No,,39.2,0.0,0,0,,1,1,1,,,,0,0
37164,44550.0,"No, I haven't really thought about it",,,,Employed (full or part time),Own my home with a mortgage,,,,,No / Not sure,,,No,,46.98,55.2,0,0,,1,0,1,,,,0,0
159219,16000.0,"No, I haven't really thought about it",Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Own my home outright,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,34.4,68.4,0,0,0,1,1,1,0,,,1,0
10664,,"No, I haven't really thought about it",,,,Own a business,Rent,,,,,No / Not sure,,,Not sure,,45.6,58.8,0,1,,1,1,1,,,,0,0
11820,24600.0,"No, I haven't really thought about it",,,,Not working / Other,Rent,,,,,No / Not sure,,,No,,55.68,57.0,0,0,,1,0,1,,,,0,0
4967,,"No, I haven't really thought about it",,,,Employed (full or part time),Rent,,,,,"Yes, through my work",,,No,,45.36,0.0,0,0,,1,0,1,,,,0,1
36512,22750.38,"No, I haven't really thought about it",Not currently contributing,,"More than $500,000",Not working / Other,Other,I don't have any savings,"More than $100,000",,,No / Not sure,,,No,,49.05,71.4,0,0,0,1,0,0,0,,,0,0
48510,37120.0,"No, I haven't really thought about it",Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,31.9,0.0,0,0,0,1,0,1,0,,,1,1
65567,84000.0,"No, I haven't really thought about it","I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Rent,2-3 months,"Less than $5,000",As soon as I can,,"Yes, through my work",,,No,1750,42.0,0.0,0,0,1,1,0,0,0,,1,,0
143924,29750.0,"No, I haven't really thought about it",Not currently contributing,,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,No / Not sure,,,No,,56.61,51.6,0,0,0,1,0,1,0,,,1,0
113043,163800.0,"No, I haven't really thought about it",I max out my Employer Plan / IRA,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"More than $100,000",,,"Yes, through my work",,,Yes,,38.4,80.1,0,0,1,1,0,0,0,,,0,0
83646,44305.72,"No, I haven't really thought about it",Not currently contributing,,"$50,000-$100,000",Homemaker / Caregiver,Live rent-free,I don't have any savings,I don't have any savings,,,"Yes, my own",,,Not sure,,37.37,55.2,0,0,0,1,0,0,0,,,0,0
105887,33.9,"No, I haven't really thought about it",Not currently contributing,,I haven't saved for retirement,Not working / Other,Rent,2-3 months,"Less than $5,000",,,No / Not sure,,,Not sure,,49.84,0.0,0,0,0,1,0,0,0,,,0,0
56431,21000.0,"No, I haven't really thought about it",Not currently contributing,,I haven't saved for retirement,Own a business,Live rent-free,I don't have any savings,I don't have any savings,,,"Yes, my own",,,No,,47.3,30.6,0,0,0,1,0,0,0,,,0,0
168156,565000.0,"No, I haven't really thought about it","I save a bit, as I can",,"$50,000-$100,000",Employed (full or part time),Own my home outright,I don't have any savings,"$50,000-$100,000",,,"Yes, my own",,,No,,40.4,98.4,0,0,1,1,0,1,0,,,0,0
13545,29400.0,"No, I haven't really thought about it","I save a bit, as I can",,"$20,000-$50,000",Own a business,Own my home with a mortgage,2-3 months,"$50,000-$100,000",,,"Yes, my own",,,No,,57.0,96.0,0,1,1,1,0,1,0,,,1,0
152289,,"No, I haven't really thought about it",,,,Employed (full or part time),,,,,,"Yes, through my work",,,Not sure,,34.24,51.0,1,1,,1,1,0,,,,,0
23745,119340.0,"No, I haven't really thought about it",Not currently contributing,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,I don't have any savings,"Less than $5,000",,,"Yes, through my work",,,No,,40.05,0.0,0,1,0,1,0,1,0,,,0,0
116422,30400.0,"No, I haven't really thought about it",Not currently contributing,,"$250,000-$500,000",Not working / Other,Own my home outright,4-6 months,"$10,000-$20,000",,,"Yes, my own",,,Yes,,67.85,70.8,0,0,0,1,0,0,0,,,0,0
137331,324500.0,"No, I haven't really thought about it",I max out my Employer Plan / IRA,,"$250,000-$500,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"More than $100,000",,,"Yes, my own",,,Yes,,32.55,105.6,0,0,1,1,0,1,0,,,0,0
120027,46500.0,"No, I haven't really thought about it",I max out my Employer Plan / IRA,,"$250,000-$500,000",Own a business,Live rent-free,4-6 months,"Less than $5,000",,,No / Not sure,,,Not sure,,30.6,58.8,0,0,0,1,0,0,0,,,0,0
38219,87870.0,"No, I haven't really thought about it","I save a bit, as I can",,I haven't saved for retirement,Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,No / Not sure,,,Not sure,,49.14,68.4,0,0,0,1,0,1,1,,,0,0
167929,180000.0,"No, I haven't really thought about it",,,,Employed (full or part time),Own my home outright,,,,,"Yes, through my work",,,No,,49.0,67.8,0,0,,1,0,1,,,,0,0
158142,85000.0,"Yes, but not in an ESA",I max out my Employer Plan / IRA,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$10,000-$20,000",,Fixed rate mortgage,"Yes, through my work",30-year fixed rate,4.0% - 4.49%,Yes,,31.32,0.0,0,0,0,1,0,1,0,1,,,0
156113,50730.0,,I max out my Employer Plan / IRA,,"$20,000-$50,000",Employed (full or part time),Rent,More than 6 months,"$5,000-$10,000",,,No / Not sure,,,Not sure,,52.36,57.0,0,0,1,0,0,1,0,,,0,0
40813,123200.0,,I max out my Employer Plan / IRA,,"More than $500,000",Employed (full or part time),Rent,More than 6 months,"$50,000-$100,000",,,"Yes, through my work",,,Yes,,47.47,48.6,0,0,1,0,0,0,0,,,0,0
112454,162000.0,,I max out my Employer Plan / IRA,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$5,000-$10,000",,,"Yes, my own",,,Yes,,35.0,72.9,0,0,1,0,0,0,0,0,,,0
196731,297500.0,"Yes, but not in an ESA",I max out my Employer Plan / IRA,,"More than $500,000",Own a business,Own my home with a mortgage,More than 6 months,"More than $100,000",,,"Yes, my own",,,Yes,,43.68,56.4,0,1,1,1,0,1,0,,,0,0
120225,441999.66,,I max out my Employer Plan / IRA,,"$10,000-$20,000",Employed (full or part time),Rent,I don't have any savings,"$5,000-$10,000",Within the next 6 months,,"Yes, through my work",,,No,3333,33.66,106.2,0,0,1,0,0,0,0,,0,,0
126879,135200.0,,I max out my Employer Plan / IRA,,"$250,000-$500,000",Employed (full or part time),Rent,More than 6 months,"More than $100,000",,,"Yes, through my work",,,Yes,,67.98,68.4,0,0,1,0,0,0,0,,,0,0
64714,324000.0,,I max out my Employer Plan / IRA,,"More than $500,000",Own a business,Own my home with a mortgage,More than 6 months,"More than $100,000",,,"Yes, my own",,,Yes,,71.37,74.7,0,0,1,0,0,1,0,,,0,0
45176,128700.0,,I max out my Employer Plan / IRA,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$20,000-$50,000",,,"Yes, my own",,,Yes,,31.04,142.8,0,0,1,0,0,1,0,,,0,0
92605,290000.0,"No, but I'd like to someday",I max out my Employer Plan / IRA,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$50,000-$100,000",,,"Yes, my own",,,No,,27.39,70.8,0,0,1,1,1,1,0,,,0,1
111804,247887.42,,I max out my Employer Plan / IRA,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$5,000-$10,000",,,"Yes, my own",,,No,,32.64,77.4,0,0,1,0,0,0,0,,,0,0
142273,24.42,,I max out my Employer Plan / IRA,,"Less than $10,000",Own a business,Own my home outright,1 month or less,"Less than $5,000",,,"Yes, my own",,,Yes,,22.22,48.0,0,0,1,0,0,0,0,,,0,0
82977,-43.2,,I max out my Employer Plan / IRA,,"More than $500,000",Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,"Yes, my own",,,Not sure,,30.26,104.4,0,0,0,0,0,1,0,,,0,0
178829,196800.0,,I max out my Employer Plan / IRA,,"More than $500,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"More than $100,000",,,"Yes, my own",,,Yes,,45.08,132.0,0,0,1,0,0,1,0,,,0,0
80022,67200.0,,I max out my Employer Plan / IRA,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,1 month or less,I don't have any savings,,,No / Not sure,,,Yes,,52.36,54.6,0,0,1,0,0,1,0,0,,,0
122842,142500.0,,I max out my Employer Plan / IRA,,"More than $500,000",Employed (full or part time),Own my home outright,More than 6 months,"More than $100,000",,,"Yes, through my work",,,No,,60.39,0.0,0,0,1,0,0,1,1,,,0,0
14482,333200.0,,I max out my Employer Plan / IRA,,"More than $500,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"More than $100,000",,,"Yes, my own",,,Yes,,51.84,80.1,0,1,1,0,0,1,0,0,,,0
2629,273000.0,"No, but I'd like to someday",I max out my Employer Plan / IRA,,"$50,000-$100,000",Employed (full or part time),Rent,4-6 months,"$50,000-$100,000",As soon as I can,,"Yes, through my work",,,No,6500,48.88,60.6,0,0,0,1,0,1,0,,0,,0
175352,70.2,,I max out my Employer Plan / IRA,,"$50,000-$100,000",Own a business,Rent,More than 6 months,"Less than $5,000",,,No / Not sure,,,Yes,,42.51,61.8,0,0,0,0,0,0,0,,,0,0
127826,110000.0,,I max out my Employer Plan / IRA,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$5,000-$10,000",,,"Yes, through my work",,,Yes,,54.52,69.6,0,0,1,0,0,1,0,,,0,0
133947,180000.0,,I max out my Employer Plan / IRA,,"$250,000-$500,000",Own a business,Rent,4-6 months,"$20,000-$50,000",Within the next year,,No / Not sure,,,No,1900,42.77,80.1,0,0,1,0,0,1,0,,0,,0
194116,78100.0,,I max out my Employer Plan / IRA,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,1 month or less,"Less than $5,000",,,"Yes, through my work",,,No,,19.55,35.1,0,1,1,0,0,1,0,,,0,1
99833,214666.36,,I max out my Employer Plan / IRA,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$10,000-$20,000",,,"Yes, through my work",,,No,,52.08,69.6,0,0,1,0,0,1,1,,,0,0
114360,604.55,,I max out my Employer Plan / IRA,,"More than $500,000",Employed (full or part time),Rent,More than 6 months,"More than $100,000",As soon as I can,,"Yes, my own",,,Yes,2000,64.68,128.4,0,0,1,0,0,0,0,,0,,0
8685,136800.0,,I max out my Employer Plan / IRA,,"$50,000-$100,000",Employed (full or part time),Own my home outright,4-6 months,"More than $100,000",,,"Yes, through my work",,,Yes,,48.48,54.6,0,0,1,0,0,1,0,,,0,0
61809,94080.0,,I max out my Employer Plan / IRA,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$10,000-$20,000",,,"Yes, through my work",,,No,,26.39,87.3,0,0,1,0,0,1,0,,,1,0
145328,33114.88,,I max out my Employer Plan / IRA,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,I don't have any savings,I don't have any savings,,,"Yes, through my work",,,Not sure,,59.8,32.7,0,0,1,0,0,1,0,0,,,0
97890,110000.0,"Yes, but not in an ESA",I max out my Employer Plan / IRA,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,,"$20,000-$50,000",,,No / Not sure,,,Yes,,49.82,72.0,0,0,,1,0,0,,,,0,0
91036,234000.0,,I max out my Employer Plan / IRA,,"$50,000-$100,000",Employed (full or part time),Own my home outright,2-3 months,"$20,000-$50,000",,,"Yes, my own",,,Yes,,47.2,0.0,0,0,1,0,0,1,0,,,0,0
157010,277200.0,,I max out my Employer Plan / IRA,,"More than $500,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"More than $100,000",,,"Yes, through my work",,,Yes,,44.16,140.4,0,0,1,0,0,1,0,0,,,0
4316,102000.0,,I max out my Employer Plan / IRA,,"$100,000-$250,000",Homemaker / Caregiver,Own my home with a mortgage,1 month or less,"$5,000-$10,000",,Fixed rate mortgage,"Yes, my own",30-year fixed rate,Under 3.5%,No,,50.4,59.4,0,0,1,0,0,1,,0,,,1
191657,143070.0,,I max out my Employer Plan / IRA,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$5,000-$10,000",,,"Yes, through my work",,,Yes,,67.2,74.7,0,0,1,0,0,0,0,,,0,0
200758,36400.0,,I max out my Employer Plan / IRA,,"$50,000-$100,000",Employed (full or part time),Rent,2-3 months,"Less than $5,000",Within the next year,,"Yes, my own",,,Yes,1042,47.38,55.2,0,0,1,0,0,1,1,,1,,0
86723,155750.0,,I max out my Employer Plan / IRA,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$5,000-$10,000",,Fixed rate mortgage,"Yes, my own",30-year fixed rate,5.0% or higher,Yes,,38.85,100.8,0,0,1,0,0,0,,1,,,0
58824,,,I max out my Employer Plan / IRA,,"More than $500,000",Own a business,Own my home outright,More than 6 months,"More than $100,000",,,"Yes, my own",,,Yes,,40.8,70.8,0,0,1,0,0,0,0,,,0,0
35597,88400.0,,I max out my Employer Plan / IRA,,"More than $500,000",Employed (full or part time),Rent,2-3 months,"$10,000-$20,000",,,"Yes, through my work",,,No,,64.8,0.0,0,0,0,0,0,0,0,,,1,0
183166,43600.0,,I max out my Employer Plan / IRA,,"Less than $10,000",Employed (full or part time),Rent,More than 6 months,"$5,000-$10,000",,,No / Not sure,,,Yes,,24.3,120.0,0,0,0,0,0,0,0,,,0,0
22170,49500.0,,I max out my Employer Plan / IRA,,"Less than $10,000",Employed (full or part time),Other,,,,,"Yes, my own",,,No,,65.88,33.6,0,0,,0,1,0,,,,0,1
157003,172000.0,"Yes, but not in an ESA",I max out my Employer Plan / IRA,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$20,000-$50,000",,,"Yes, my own",,,No,,31.98,63.0,0,0,1,1,0,1,0,,,0,1
46529,310300.0,,I max out my Employer Plan / IRA,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$50,000-$100,000",,,"Yes, through my work",,,No,,35.7,86.4,0,1,1,0,0,1,0,,,0,1
123195,124689.55,,I max out my Employer Plan / IRA,,"$50,000-$100,000",Own a business,Own my home outright,More than 6 months,"$50,000-$100,000",,,No / Not sure,,,Yes,,69.55,52.8,0,0,1,0,0,1,0,,,0,0
183051,236000.0,"No, but I'd like to someday",I max out my Employer Plan / IRA,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"More than $100,000",,,"Yes, my own",,,No,,35.89,76.5,0,0,0,1,0,1,0,,,0,1
49461,86000.0,,I max out my Employer Plan / IRA,,"Less than $10,000",Employed (full or part time),Rent,4-6 months,"$5,000-$10,000",,,"Yes, through my work",,,No,,27.82,82.8,0,0,0,0,0,1,0,,,0,0
20946,91000.0,,I max out my Employer Plan / IRA,,"$250,000-$500,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$10,000-$20,000",,,"Yes, my own",,,Yes,,41.85,58.2,0,0,1,0,0,1,0,,,0,0
