atlas_unique_passenger_id,Target,marketing_type,hasRecommendation,hasStartedContactForm,hasSubmittedFullContactInfo,parent_journey_name
132600,New Customers,Paid Digital,0,0,0,Financial Health Checkup
26542,New Customers,Paid Digital,0,0,0,Financial Health Checkup
196860,New Customers,Paid Digital,0,0,0,Financial Health Checkup
204883,New Customers,Paid Digital,0,0,0,Financial Health Checkup
46347,New Customers,Paid Digital,0,0,0,Financial Health Checkup
47060,New Customers,Paid Digital,0,0,0,Financial Health Checkup
136203,New Customers,Paid Digital,0,0,0,Financial Health Checkup
135241,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
135825,New Customers,Paid Digital,0,0,0,Financial Health Checkup
126332,New Customers,Paid Digital,0,0,0,Financial Health Checkup
100839,New Customers,Paid Digital,0,0,0,Financial Health Checkup
203748,New Customers,Paid Digital,0,0,0,Financial Health Checkup
143582,New Customers,Paid Digital,0,0,0,Financial Health Checkup
131639,New Customers,Paid Digital,0,0,0,Financial Health Checkup
110638,New Customers,Paid Digital,0,0,0,Financial Health Checkup
128026,New Customers,Paid Digital,0,0,0,Financial Health Checkup
21637,New Customers,Paid Digital,0,0,0,Financial Health Checkup
169888,New Customers,Paid Digital,0,0,0,Financial Health Checkup
18941,New Customers,Paid Digital,0,0,0,Financial Health Checkup
132371,New Customers,Paid Digital,0,0,0,Financial Health Checkup
144706,New Customers,Paid Digital,0,0,0,Financial Health Checkup
174928,New Customers,Paid Digital,0,0,0,Financial Health Checkup
132674,New Customers,Paid Digital,0,0,0,Financial Health Checkup
128388,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
156125,New Customers,Paid Digital,0,0,0,Financial Health Checkup
117905,New Customers,Paid Digital,0,0,0,Financial Health Checkup
71991,New Customers,Paid Digital,0,0,0,Financial Health Checkup
81918,New Customers,Paid Digital,0,0,0,Financial Health Checkup
187051,New Customers,Paid Digital,0,0,0,Financial Health Checkup
9594,New Customers,Paid Digital,0,0,0,Financial Health Checkup
39506,New Customers,Paid Digital,0,0,0,Financial Health Checkup
80920,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
113650,New Customers,Paid Digital,0,0,0,Financial Health Checkup
140278,New Customers,Paid Digital,0,0,0,Financial Health Checkup
107759,New Customers,Paid Digital,0,0,0,Financial Health Checkup
143868,New Customers,Paid Digital,0,0,0,Financial Health Checkup
10246,New Customers,Paid Digital,0,0,0,Financial Health Checkup
145455,New Customers,Paid Digital,0,0,0,Financial Health Checkup
102491,New Customers,Paid Digital,0,0,0,Financial Health Checkup
92932,New Customers,Paid Digital,0,0,0,Financial Health Checkup
115542,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
47922,New Customers,Paid Digital,0,0,0,Financial Health Checkup
105579,New Customers,Paid Digital,0,0,0,Financial Health Checkup
135282,New Customers,Paid Digital,0,0,0,Financial Health Checkup
200840,New Customers,Paid Digital,0,0,0,Financial Health Checkup
52400,New Customers,Paid Digital,0,0,0,Financial Health Checkup
111148,New Customers,Paid Digital,0,0,0,Financial Health Checkup
193541,New Customers,Paid Digital,0,0,0,Financial Health Checkup
112087,New Customers,Paid Digital,0,0,0,Financial Health Checkup
108342,New Customers,Paid Digital,0,0,0,Financial Health Checkup
123091,New Customers,Paid Digital,0,0,0,Financial Health Checkup
78093,New Customers,Paid Digital,0,0,0,Financial Health Checkup
152523,New Customers,Paid Digital,0,0,0,Financial Health Checkup
181567,New Customers,Paid Digital,0,0,0,Financial Health Checkup
94254,New Customers,Paid Digital,0,0,0,Financial Health Checkup
72873,New Customers,Paid Digital,0,0,0,Financial Health Checkup
190588,New Customers,Paid Digital,0,0,0,Financial Health Checkup
15340,New Customers,Paid Digital,0,0,0,Financial Health Checkup
152153,New Customers,Paid Digital,0,0,0,Financial Health Checkup
94206,New Customers,Paid Digital,0,0,0,Financial Health Checkup
66554,New Customers,Paid Digital,0,0,0,Financial Health Checkup
66775,New Customers,Paid Digital,0,0,0,Financial Health Checkup
53121,New Customers,Paid Digital,0,0,0,Financial Health Checkup
169517,New Customers,Paid Digital,0,0,0,Financial Health Checkup
186611,New Customers,Paid Digital,0,0,0,Financial Health Checkup
71361,New Customers,Paid Digital,0,0,0,Financial Health Checkup
77515,New Customers,Paid Digital,0,0,0,Financial Health Checkup
116475,New Customers,Paid Digital,0,0,0,Financial Health Checkup
13153,New Customers,Paid Digital,0,0,0,Financial Health Checkup
69457,New Customers,Paid Digital,0,0,0,Financial Health Checkup
1430,New Customers,Paid Digital,0,0,0,Financial Health Checkup
91847,New Customers,Paid Digital,0,0,0,Financial Health Checkup
175954,New Customers,Paid Digital,0,0,0,Financial Health Checkup
181777,New Customers,Paid Digital,0,0,0,Financial Health Checkup
160483,New Customers,Paid Digital,0,0,0,Financial Health Checkup
183344,New Customers,Paid Digital,0,0,0,Financial Health Checkup
30533,New Customers,Paid Digital,0,0,0,Financial Health Checkup
186354,New Customers,Paid Digital,0,0,0,Financial Health Checkup
191191,New Customers,Paid Digital,0,0,0,Financial Health Checkup
95505,New Customers,Paid Digital,0,0,0,Financial Health Checkup
191297,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
161815,New Customers,Paid Digital,0,0,0,Financial Health Checkup
61651,New Customers,Paid Digital,0,0,0,Financial Health Checkup
203271,New Customers,Paid Digital,0,0,0,Financial Health Checkup
107621,New Customers,Paid Digital,0,0,0,Financial Health Checkup
89776,New Customers,Paid Digital,0,0,0,Financial Health Checkup
154344,New Customers,Paid Digital,0,0,0,Financial Health Checkup
131294,New Customers,Paid Digital,0,0,0,Financial Health Checkup
169620,New Customers,Paid Digital,0,0,0,Financial Health Checkup
56406,New Customers,Paid Digital,0,0,0,Financial Health Checkup
68080,New Customers,Paid Digital,0,0,0,Financial Health Checkup
175270,New Customers,Paid Digital,0,0,0,Financial Health Checkup
199599,New Customers,Paid Digital,0,0,0,Financial Health Checkup
64941,New Customers,Paid Digital,0,0,0,Financial Health Checkup
134831,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
179743,New Customers,Paid Digital,0,0,0,Financial Health Checkup
46213,New Customers,Paid Digital,0,0,0,Financial Health Checkup
52805,New Customers,Paid Digital,0,0,0,Financial Health Checkup
65768,New Customers,Paid Digital,0,0,0,Financial Health Checkup
171779,New Customers,Paid Digital,0,0,0,Financial Health Checkup
20886,New Customers,Paid Digital,0,0,0,Financial Health Checkup
115119,Existing Users,Not Paid Digital,1,0,0,Financial Health Checkup
113696,New Customers,Paid Digital,0,0,0,Financial Health Checkup
7357,New Customers,Paid Digital,0,0,0,Financial Health Checkup
165273,New Customers,Paid Digital,0,0,0,Financial Health Checkup
111780,New Customers,Paid Digital,0,0,0,Financial Health Checkup
149770,New Customers,Paid Digital,0,0,0,Financial Health Checkup
40318,New Customers,Paid Digital,0,0,0,Financial Health Checkup
15264,New Customers,Not Paid Digital,0,0,0,Financial Health Checkup
116543,New Customers,Paid Digital,0,0,0,Financial Health Checkup
164502,New Customers,Paid Digital,0,0,0,Financial Health Checkup
102181,New Customers,Paid Digital,0,0,0,Financial Health Checkup
178591,New Customers,Paid Digital,0,0,0,Financial Health Checkup
35799,New Customers,Paid Digital,0,0,0,Financial Health Checkup
43107,New Customers,Paid Digital,0,0,0,Financial Health Checkup
11375,New Customers,Paid Digital,0,0,0,Financial Health Checkup
17837,New Customers,Paid Digital,0,0,0,Financial Health Checkup
93824,New Customers,Paid Digital,0,0,0,Financial Health Checkup
128192,New Customers,Paid Digital,0,0,0,Financial Health Checkup
144990,New Customers,Paid Digital,0,0,0,Financial Health Checkup
152827,New Customers,Paid Digital,0,0,0,Financial Health Checkup
71770,New Customers,Paid Digital,0,0,0,Financial Health Checkup
132826,New Customers,Paid Digital,0,0,0,Financial Health Checkup
107546,New Customers,Paid Digital,0,0,0,Financial Health Checkup
22204,New Customers,Paid Digital,0,0,0,Financial Health Checkup
142811,New Customers,Paid Digital,0,0,0,Financial Health Checkup
179591,New Customers,Paid Digital,0,0,0,Financial Health Checkup
126242,New Customers,Paid Digital,0,0,0,Financial Health Checkup
151456,New Customers,Paid Digital,0,0,0,Financial Health Checkup
100913,New Customers,Paid Digital,0,0,0,Financial Health Checkup
179599,New Customers,Paid Digital,0,0,0,Financial Health Checkup
67744,New Customers,Paid Digital,0,0,0,Financial Health Checkup
38498,New Customers,Paid Digital,0,0,0,Financial Health Checkup
47404,New Customers,Paid Digital,0,0,0,Financial Health Checkup
77658,New Customers,Paid Digital,0,0,0,Financial Health Checkup
34445,New Customers,Paid Digital,0,0,0,Financial Health Checkup
162073,New Customers,Paid Digital,0,0,0,Financial Health Checkup
151267,New Customers,Paid Digital,0,0,0,Financial Health Checkup
83015,New Customers,Paid Digital,0,0,0,Financial Health Checkup
86994,New Customers,Paid Digital,0,0,0,Financial Health Checkup
142221,New Customers,Paid Digital,0,0,0,Financial Health Checkup
161122,New Customers,Paid Digital,0,0,0,Financial Health Checkup
48522,New Customers,Paid Digital,0,0,0,Financial Health Checkup
190438,New Customers,Paid Digital,0,0,0,Financial Health Checkup
101713,New Customers,Paid Digital,0,0,0,Financial Health Checkup
92470,New Customers,Paid Digital,0,0,0,Financial Health Checkup
92149,New Customers,Paid Digital,0,0,0,Financial Health Checkup
41045,New Customers,Paid Digital,0,0,0,Financial Health Checkup
137535,New Customers,Paid Digital,0,0,0,Financial Health Checkup
46176,New Customers,Paid Digital,0,0,0,Financial Health Checkup
201525,New Customers,Paid Digital,0,0,0,Financial Health Checkup
83022,New Customers,Not Paid Digital,0,0,0,Financial Health Checkup
199977,New Customers,Paid Digital,0,0,0,Financial Health Checkup
26567,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
166610,New Customers,Paid Digital,0,0,0,Financial Health Checkup
124329,New Customers,Paid Digital,0,0,0,Financial Health Checkup
56471,New Customers,Paid Digital,0,0,0,Financial Health Checkup
31212,New Customers,Paid Digital,0,0,0,Financial Health Checkup
103430,New Customers,Paid Digital,0,0,0,Financial Health Checkup
18274,New Customers,Paid Digital,0,0,0,Financial Health Checkup
123089,New Customers,Paid Digital,0,0,0,Financial Health Checkup
74365,New Customers,Paid Digital,0,0,0,Financial Health Checkup
154131,New Customers,Paid Digital,0,0,0,Financial Health Checkup
14723,New Customers,Paid Digital,0,0,0,Financial Health Checkup
188723,New Customers,Paid Digital,0,0,0,Financial Health Checkup
102452,New Customers,Paid Digital,0,0,0,Financial Health Checkup
193137,New Customers,Paid Digital,0,0,0,Financial Health Checkup
125847,New Customers,Paid Digital,0,0,0,Financial Health Checkup
122102,New Customers,Paid Digital,0,0,0,Financial Health Checkup
174979,New Customers,Paid Digital,0,0,0,Financial Health Checkup
40575,New Customers,Paid Digital,0,0,0,Financial Health Checkup
112038,New Customers,Paid Digital,0,0,0,Financial Health Checkup
88247,New Customers,Paid Digital,0,0,0,Financial Health Checkup
110466,New Customers,Paid Digital,0,0,0,Financial Health Checkup
74963,New Customers,Paid Digital,0,0,0,Financial Health Checkup
104285,New Customers,Paid Digital,0,0,0,Financial Health Checkup
107108,New Customers,Paid Digital,0,0,0,Financial Health Checkup
196771,New Customers,Paid Digital,0,0,0,Financial Health Checkup
70342,New Customers,Paid Digital,0,0,0,Financial Health Checkup
192422,New Customers,Paid Digital,0,0,0,Financial Health Checkup
68126,New Customers,Paid Digital,0,0,0,Financial Health Checkup
153226,New Customers,Paid Digital,0,0,0,Financial Health Checkup
112607,New Customers,Paid Digital,0,0,0,Financial Health Checkup
179262,New Customers,Paid Digital,0,0,0,Financial Health Checkup
34842,New Customers,Paid Digital,0,0,0,Financial Health Checkup
189781,New Customers,Paid Digital,0,0,0,Financial Health Checkup
183953,New Customers,Paid Digital,0,0,0,Financial Health Checkup
62447,New Customers,Paid Digital,0,0,0,Financial Health Checkup
145331,New Customers,Paid Digital,0,0,0,Financial Health Checkup
75120,New Customers,Paid Digital,0,0,0,Financial Health Checkup
79899,New Customers,Paid Digital,0,0,0,Financial Health Checkup
187250,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
186022,New Customers,Paid Digital,0,0,0,Financial Health Checkup
36386,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
34672,New Customers,Paid Digital,0,0,0,Financial Health Checkup
85687,New Customers,Paid Digital,0,0,0,Financial Health Checkup
51429,New Customers,Paid Digital,0,0,0,Financial Health Checkup
38635,New Customers,Paid Digital,0,0,0,Financial Health Checkup
40216,New Customers,Paid Digital,0,0,0,Financial Health Checkup
187638,New Customers,Paid Digital,0,0,0,Financial Health Checkup
93239,New Customers,Paid Digital,0,0,0,Financial Health Checkup
194222,New Customers,Paid Digital,0,0,0,Financial Health Checkup
178542,New Customers,Paid Digital,0,0,0,Financial Health Checkup
162763,New Customers,Paid Digital,0,0,0,Financial Health Checkup
145578,New Customers,Paid Digital,0,0,0,Financial Health Checkup
32543,New Customers,Paid Digital,0,0,0,Financial Health Checkup
167080,New Customers,Paid Digital,0,0,0,Financial Health Checkup
75133,New Customers,Paid Digital,0,0,0,Financial Health Checkup
182735,New Customers,Paid Digital,0,0,0,Financial Health Checkup
154763,New Customers,Paid Digital,0,0,0,Financial Health Checkup
104726,New Customers,Paid Digital,0,0,0,Financial Health Checkup
137392,New Customers,Paid Digital,0,0,0,Financial Health Checkup
169920,New Customers,Paid Digital,0,0,0,Financial Health Checkup
203106,New Customers,Paid Digital,0,0,0,Financial Health Checkup
64240,New Customers,Paid Digital,0,0,0,Financial Health Checkup
143396,New Customers,Paid Digital,0,0,0,Financial Health Checkup
173232,New Customers,Paid Digital,0,0,0,Financial Health Checkup
107419,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
52031,New Customers,Paid Digital,0,0,0,Financial Health Checkup
87863,New Customers,Paid Digital,0,0,0,Financial Health Checkup
201544,New Customers,Paid Digital,0,0,0,Financial Health Checkup
149103,New Customers,Paid Digital,0,0,0,Financial Health Checkup
115328,New Customers,Paid Digital,0,0,0,Financial Health Checkup
142978,New Customers,Paid Digital,0,0,0,Financial Health Checkup
157990,New Customers,Paid Digital,0,0,0,Financial Health Checkup
149281,New Customers,Paid Digital,0,0,0,Financial Health Checkup
144214,New Customers,Paid Digital,0,0,0,Financial Health Checkup
113451,New Customers,Paid Digital,0,0,0,Financial Health Checkup
98303,New Customers,Paid Digital,0,0,0,Financial Health Checkup
115399,New Customers,Paid Digital,0,0,0,Financial Health Checkup
147625,New Customers,Paid Digital,0,0,0,Financial Health Checkup
40827,New Customers,Paid Digital,0,0,0,Financial Health Checkup
122698,New Customers,Paid Digital,0,0,0,Financial Health Checkup
79000,New Customers,Paid Digital,0,0,0,Financial Health Checkup
42320,New Customers,Paid Digital,0,0,0,Financial Health Checkup
65675,New Customers,Paid Digital,0,0,0,Financial Health Checkup
62288,New Customers,Paid Digital,0,0,0,Financial Health Checkup
175762,New Customers,Paid Digital,0,0,0,Financial Health Checkup
14027,New Customers,Paid Digital,0,0,0,Financial Health Checkup
25511,New Customers,Paid Digital,0,0,0,Financial Health Checkup
198126,New Customers,Paid Digital,0,0,0,Financial Health Checkup
22309,New Customers,Not Paid Digital,0,0,0,Financial Health Checkup
14279,New Customers,Paid Digital,0,0,0,Financial Health Checkup
40251,New Customers,Paid Digital,0,0,0,Financial Health Checkup
67282,New Customers,Paid Digital,0,0,0,Financial Health Checkup
158892,New Customers,Paid Digital,0,0,0,Financial Health Checkup
204834,New Customers,Paid Digital,0,0,0,Financial Health Checkup
14185,New Customers,Paid Digital,0,0,0,Financial Health Checkup
177362,New Customers,Paid Digital,0,0,0,Financial Health Checkup
80117,New Customers,Paid Digital,0,0,0,Financial Health Checkup
166074,New Customers,Paid Digital,0,0,0,Financial Health Checkup
47386,New Customers,Paid Digital,0,0,0,Financial Health Checkup
150787,New Customers,Paid Digital,0,0,0,Financial Health Checkup
81275,New Customers,Paid Digital,0,0,0,Financial Health Checkup
59120,New Customers,Paid Digital,0,0,0,Financial Health Checkup
153111,New Customers,Paid Digital,0,0,0,Financial Health Checkup
186439,New Customers,Paid Digital,0,0,0,Financial Health Checkup
204321,New Customers,Paid Digital,0,0,0,Financial Health Checkup
130457,New Customers,Paid Digital,0,0,0,Financial Health Checkup
168878,New Customers,Paid Digital,0,0,0,Financial Health Checkup
155330,New Customers,Paid Digital,0,0,0,Financial Health Checkup
58428,New Customers,Paid Digital,0,0,0,Financial Health Checkup
186612,New Customers,Paid Digital,0,0,0,Financial Health Checkup
36495,New Customers,Paid Digital,0,0,0,Financial Health Checkup
201709,New Customers,Paid Digital,0,0,0,Financial Health Checkup
12864,New Customers,Paid Digital,0,0,0,Financial Health Checkup
106314,New Customers,Paid Digital,0,0,0,Financial Health Checkup
43092,New Customers,Paid Digital,0,0,0,Financial Health Checkup
85606,New Customers,Paid Digital,0,0,0,Financial Health Checkup
134474,New Customers,Paid Digital,0,0,0,Financial Health Checkup
156285,New Customers,Paid Digital,0,0,0,Financial Health Checkup
107533,New Customers,Paid Digital,0,0,0,Financial Health Checkup
50466,New Customers,Paid Digital,0,0,0,Financial Health Checkup
191847,New Customers,Paid Digital,0,0,0,Financial Health Checkup
142854,New Customers,Paid Digital,0,0,0,Financial Health Checkup
48018,New Customers,Paid Digital,0,0,0,Financial Health Checkup
16909,New Customers,Paid Digital,0,0,0,Financial Health Checkup
25772,New Customers,Paid Digital,0,0,0,Financial Health Checkup
84571,New Customers,Paid Digital,0,0,0,Financial Health Checkup
67886,New Customers,Paid Digital,0,0,0,Financial Health Checkup
159311,New Customers,Paid Digital,0,0,0,Financial Health Checkup
169046,New Customers,Paid Digital,0,0,0,Financial Health Checkup
121631,New Customers,Paid Digital,0,0,0,Financial Health Checkup
131621,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
93964,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
174733,New Customers,Paid Digital,0,0,0,Financial Health Checkup
93619,New Customers,Paid Digital,0,0,0,Financial Health Checkup
54492,New Customers,Paid Digital,0,0,0,Financial Health Checkup
140025,New Customers,Paid Digital,0,0,0,Financial Health Checkup
79950,New Customers,Paid Digital,0,0,0,Financial Health Checkup
167214,New Customers,Paid Digital,0,0,0,Financial Health Checkup
77309,New Customers,Paid Digital,0,0,0,Financial Health Checkup
137959,New Customers,Paid Digital,0,0,0,Financial Health Checkup
22283,New Customers,Paid Digital,0,0,0,Financial Health Checkup
192014,New Customers,Paid Digital,0,0,0,Financial Health Checkup
61032,New Customers,Paid Digital,0,0,0,Financial Health Checkup
175344,New Customers,Paid Digital,0,0,0,Financial Health Checkup
57904,New Customers,Paid Digital,0,0,0,Financial Health Checkup
148573,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
2812,New Customers,Paid Digital,0,0,0,Financial Health Checkup
55483,New Customers,Paid Digital,0,0,0,Financial Health Checkup
108395,New Customers,Paid Digital,0,0,0,Financial Health Checkup
148181,New Customers,Paid Digital,0,0,0,Financial Health Checkup
12354,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
103653,New Customers,Paid Digital,0,0,0,Financial Health Checkup
135123,New Customers,Paid Digital,0,0,0,Financial Health Checkup
195117,New Customers,Paid Digital,0,0,0,Financial Health Checkup
125394,New Customers,Paid Digital,0,0,0,Financial Health Checkup
33382,New Customers,Paid Digital,0,0,0,Financial Health Checkup
27785,New Customers,Paid Digital,0,0,0,Financial Health Checkup
141991,New Customers,Paid Digital,0,0,0,Financial Health Checkup
22318,New Customers,Paid Digital,0,0,0,Financial Health Checkup
56326,New Customers,Paid Digital,0,0,0,Financial Health Checkup
8717,New Customers,Paid Digital,0,0,0,Financial Health Checkup
79025,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
203222,New Customers,Paid Digital,0,0,0,Financial Health Checkup
157767,New Customers,Paid Digital,0,0,0,Financial Health Checkup
99248,New Customers,Paid Digital,0,0,0,Financial Health Checkup
100561,New Customers,Paid Digital,0,0,0,Financial Health Checkup
78997,New Customers,Paid Digital,0,0,0,Financial Health Checkup
132368,New Customers,Paid Digital,0,0,0,Financial Health Checkup
101582,New Customers,Paid Digital,0,0,0,Financial Health Checkup
24805,New Customers,Paid Digital,0,0,0,Financial Health Checkup
32544,New Customers,Paid Digital,0,0,0,Financial Health Checkup
171081,New Customers,Paid Digital,0,0,0,Financial Health Checkup
201631,New Customers,Paid Digital,0,0,0,Financial Health Checkup
116503,New Customers,Paid Digital,0,0,0,Financial Health Checkup
1821,New Customers,Paid Digital,0,0,0,Financial Health Checkup
160875,New Customers,Paid Digital,0,0,0,Financial Health Checkup
192669,New Customers,Paid Digital,0,0,0,Financial Health Checkup
117564,New Customers,Paid Digital,0,0,0,Financial Health Checkup
68903,New Customers,Paid Digital,0,0,0,Financial Health Checkup
81183,New Customers,Paid Digital,0,0,0,Financial Health Checkup
91036,New Customers,Not Paid Digital,1,0,0,Financial Health Checkup
63299,New Customers,Paid Digital,0,0,0,Financial Health Checkup
37561,New Customers,Paid Digital,0,0,0,Financial Health Checkup
94631,New Customers,Paid Digital,0,0,0,Financial Health Checkup
38937,New Customers,Paid Digital,0,0,0,Financial Health Checkup
161172,New Customers,Paid Digital,0,0,0,Financial Health Checkup
151489,New Customers,Paid Digital,0,0,0,Financial Health Checkup
11937,New Customers,Paid Digital,0,0,0,Financial Health Checkup
99464,New Customers,Paid Digital,0,0,0,Financial Health Checkup
10393,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
175538,New Customers,Paid Digital,0,0,0,Financial Health Checkup
95598,New Customers,Paid Digital,0,0,0,Financial Health Checkup
77412,New Customers,Paid Digital,0,0,0,Financial Health Checkup
43223,New Customers,Paid Digital,0,0,0,Financial Health Checkup
17124,New Customers,Paid Digital,0,0,0,Financial Health Checkup
22346,New Customers,Paid Digital,0,0,0,Financial Health Checkup
127917,New Customers,Paid Digital,0,0,0,Financial Health Checkup
41864,New Customers,Paid Digital,0,0,0,Financial Health Checkup
198825,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
5398,New Customers,Paid Digital,0,0,0,Financial Health Checkup
28728,New Customers,Paid Digital,0,0,0,Financial Health Checkup
58832,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
22521,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
154092,New Customers,Paid Digital,0,0,0,Financial Health Checkup
195007,New Customers,Paid Digital,0,0,0,Financial Health Checkup
45119,New Customers,Paid Digital,0,0,0,Financial Health Checkup
104023,New Customers,Paid Digital,0,0,0,Financial Health Checkup
132879,New Customers,Paid Digital,0,0,0,Financial Health Checkup
103043,New Customers,Paid Digital,0,0,0,Financial Health Checkup
145285,New Customers,Paid Digital,0,0,0,Financial Health Checkup
178098,New Customers,Paid Digital,0,0,0,Financial Health Checkup
91639,New Customers,Paid Digital,0,0,0,Financial Health Checkup
28085,New Customers,Paid Digital,0,0,0,Financial Health Checkup
201649,New Customers,Paid Digital,0,0,0,Financial Health Checkup
42795,New Customers,Paid Digital,0,0,0,Financial Health Checkup
127134,New Customers,Paid Digital,0,0,0,Financial Health Checkup
22073,New Customers,Paid Digital,0,0,0,Financial Health Checkup
28687,New Customers,Paid Digital,0,0,0,Financial Health Checkup
146533,New Customers,Paid Digital,0,0,0,Financial Health Checkup
142592,New Customers,Paid Digital,0,0,0,Financial Health Checkup
188817,New Customers,Paid Digital,0,0,0,Financial Health Checkup
99537,New Customers,Paid Digital,0,0,0,Financial Health Checkup
119895,New Customers,Paid Digital,0,0,0,Financial Health Checkup
127764,New Customers,Paid Digital,0,0,0,Financial Health Checkup
10149,New Customers,Paid Digital,0,0,0,Financial Health Checkup
125526,New Customers,Paid Digital,0,0,0,Financial Health Checkup
138919,New Customers,Paid Digital,0,0,0,Financial Health Checkup
178258,New Customers,Paid Digital,0,0,0,Financial Health Checkup
185796,New Customers,Paid Digital,0,0,0,Financial Health Checkup
67339,New Customers,Paid Digital,0,0,0,Financial Health Checkup
177290,New Customers,Paid Digital,0,0,0,Financial Health Checkup
43405,New Customers,Paid Digital,0,0,0,Financial Health Checkup
34305,New Customers,Paid Digital,0,0,0,Financial Health Checkup
87469,Existing Users,Paid Digital,0,0,0,Financial Health Checkup
195604,New Customers,Paid Digital,0,0,0,Financial Health Checkup
49661,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
158445,New Customers,Paid Digital,0,0,0,Financial Health Checkup
15760,New Customers,Paid Digital,0,0,0,Financial Health Checkup
151303,New Customers,Paid Digital,0,0,0,Financial Health Checkup
57472,New Customers,Paid Digital,0,0,0,Financial Health Checkup
202703,New Customers,Paid Digital,0,0,0,Financial Health Checkup
116732,New Customers,Paid Digital,0,0,0,Financial Health Checkup
82199,New Customers,Paid Digital,0,0,0,Financial Health Checkup
59855,New Customers,Paid Digital,0,0,0,Financial Health Checkup
140668,New Customers,Paid Digital,0,0,0,Financial Health Checkup
116431,New Customers,Paid Digital,0,0,0,Financial Health Checkup
86730,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
165282,New Customers,Paid Digital,0,0,0,Financial Health Checkup
167450,New Customers,Paid Digital,0,0,0,Financial Health Checkup
102438,New Customers,Paid Digital,0,0,0,Financial Health Checkup
185846,New Customers,Paid Digital,0,0,0,Financial Health Checkup
1775,New Customers,Paid Digital,0,0,0,Financial Health Checkup
73188,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
181241,New Customers,Paid Digital,0,0,0,Financial Health Checkup
128697,New Customers,Paid Digital,0,0,0,Financial Health Checkup
83862,New Customers,Paid Digital,0,0,0,Financial Health Checkup
64918,New Customers,Paid Digital,0,0,0,Financial Health Checkup
77449,New Customers,Paid Digital,0,0,0,Financial Health Checkup
160556,New Customers,Paid Digital,0,0,0,Financial Health Checkup
6875,New Customers,Paid Digital,0,0,0,Financial Health Checkup
104240,New Customers,Paid Digital,0,0,0,Financial Health Checkup
171203,New Customers,Paid Digital,0,0,0,Financial Health Checkup
132638,New Customers,Paid Digital,0,0,0,Financial Health Checkup
76495,New Customers,Paid Digital,0,0,0,Financial Health Checkup
38918,New Customers,Paid Digital,0,0,0,Financial Health Checkup
80944,New Customers,Paid Digital,0,0,0,Financial Health Checkup
95097,New Customers,Paid Digital,0,0,0,Financial Health Checkup
114828,New Customers,Paid Digital,0,0,0,Financial Health Checkup
77436,New Customers,Paid Digital,0,0,0,Financial Health Checkup
116720,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
11168,New Customers,Paid Digital,0,0,0,Financial Health Checkup
192834,New Customers,Paid Digital,0,0,0,Financial Health Checkup
34228,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
176505,New Customers,Paid Digital,0,0,0,Financial Health Checkup
68389,New Customers,Paid Digital,0,0,0,Financial Health Checkup
68776,New Customers,Paid Digital,0,0,0,Financial Health Checkup
8886,New Customers,Paid Digital,0,0,0,Financial Health Checkup
121156,New Customers,Paid Digital,0,0,0,Financial Health Checkup
39217,New Customers,Paid Digital,0,0,0,Financial Health Checkup
18588,New Customers,Paid Digital,0,0,0,Financial Health Checkup
23513,New Customers,Paid Digital,0,0,0,Financial Health Checkup
112514,New Customers,Paid Digital,0,0,0,Financial Health Checkup
129650,Existing Users,Not Paid Digital,0,0,0,Financial Health Checkup
19090,New Customers,Paid Digital,0,0,0,Financial Health Checkup
84659,New Customers,Paid Digital,0,0,0,Financial Health Checkup
124243,New Customers,Paid Digital,0,0,0,Financial Health Checkup
45823,New Customers,Paid Digital,0,0,0,Financial Health Checkup
9106,New Customers,Paid Digital,0,0,0,Financial Health Checkup
97661,New Customers,Paid Digital,0,0,0,Financial Health Checkup
130556,New Customers,Paid Digital,0,0,0,Financial Health Checkup
133550,New Customers,Paid Digital,0,0,0,Financial Health Checkup
174273,New Customers,Paid Digital,0,0,0,Financial Health Checkup
14365,New Customers,Paid Digital,0,0,0,Financial Health Checkup
